ID,性別,高齢者フラグ,既婚,扶養家族,在職期間,電話サービス,複数回線,インターネットサービス,セキュリティサービス,バックアップサービス,機器予防サービス,テクニカルサポート,ストリーミングサービス（TV),ストリーミングサービス（映画),契約期間,電子請求書,支払い方法,月額支払額,通算支払額,解約
8008-HAWED,男性,非高齢者,未婚,なし,14,なし,電話契約なし,DSL,なし,なし,あり,なし,あり,あり,毎月更新,電子請求書,電子決済,50.75,712.75,Yes
7124-UGSUR,女性,高齢者,既婚,なし,61,あり,複数回線,Fiber optic,なし,あり,あり,なし,あり,あり,1年更新,電子請求書,クレジットカード,104.4,6405,Yes
1862-SKORY,女性,高齢者,既婚,なし,40,なし,電話契約なし,DSL,なし,あり,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,39.3,1637.4,Yes
5236-XMZJY,女性,非高齢者,未婚,なし,42,あり,1回線,DSL,あり,あり,あり,なし,なし,なし,毎月更新,紙請求書,口座引き落とし,59.65,2536.55,No
4827-DPADN,女性,非高齢者,既婚,あり,72,あり,複数回線,DSL,あり,なし,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,83.3,6042.7,No
2694-CIUMO,女性,非高齢者,未婚,なし,12,あり,複数回線,Fiber optic,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,クレジットカード,79.55,958.25,No
5846-ABOBJ,男性,非高齢者,既婚,なし,71,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,口座引き落とし,24.45,1730.65,No
1439-LCGVL,女性,非高齢者,既婚,なし,26,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,19.2,459.6,No
0909-SDHNU,女性,非高齢者,未婚,あり,7,なし,電話契約なし,DSL,あり,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,29.8,201.95,No
4647-XXZAM,女性,非高齢者,既婚,あり,6,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,45.5,285.2,No
1502-XFCVR,女性,非高齢者,未婚,なし,58,あり,1回線,Fiber optic,あり,あり,あり,なし,あり,あり,1年更新,電子請求書,電子決済,106.45,6145.85,Yes
7740-KKCXF,男性,非高齢者,既婚,なし,51,なし,電話契約なし,DSL,なし,あり,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,30.05,1529.45,No
5360-XGYAZ,男性,非高齢者,既婚,あり,72,なし,電話契約なし,DSL,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,口座引き落とし,65.65,4664.5,No
9692-TUSXH,女性,非高齢者,未婚,なし,18,あり,1回線,Fiber optic,あり,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,96.05,1740.7,Yes
7912-SYRQT,女性,非高齢者,未婚,なし,7,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,75.1,552.95,Yes
3557-HTYWR,女性,非高齢者,未婚,なし,47,あり,複数回線,DSL,あり,あり,なし,あり,なし,あり,2年更新,紙請求書,郵送小切手,74.05,3496.3,No
4816-JBHOV,男性,高齢者,未婚,なし,2,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,44.7,93.7,Yes
8920-NAVAY,男性,高齢者,未婚,なし,62,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,1年更新,電子請求書,口座引き落とし,110.75,7053.35,No
1699-TLDLZ,女性,非高齢者,既婚,あり,16,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,19.7,301.55,No
5600-PDUJF,男性,非高齢者,未婚,なし,6,あり,1回線,DSL,なし,なし,なし,あり,なし,なし,毎月更新,電子請求書,クレジットカード,49.5,312.7,No
8292-TYSPY,男性,非高齢者,未婚,なし,19,あり,1回線,DSL,なし,なし,あり,あり,なし,なし,毎月更新,電子請求書,クレジットカード,55,1046.5,Yes
0567-XRHCU,女性,非高齢者,既婚,あり,69,なし,電話契約なし,DSL,あり,なし,あり,なし,なし,あり,2年更新,電子請求書,クレジットカード,43.95,2960.1,No
1867-BDVFH,男性,非高齢者,既婚,あり,11,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,74.35,834.2,Yes
2067-QYTCF,女性,非高齢者,既婚,なし,64,あり,複数回線,Fiber optic,なし,あり,あり,あり,あり,あり,毎月更新,電子請求書,電子決済,111.15,6953.4,No
2359-QWQUL,女性,非高齢者,既婚,なし,39,あり,1回線,Fiber optic,あり,なし,あり,あり,あり,あり,1年更新,電子請求書,クレジットカード,104.7,4134.85,Yes
9103-TCIHJ,女性,非高齢者,未婚,なし,15,あり,複数回線,DSL,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,郵送小切手,55.7,899.8,Yes
7407-SUJIZ,男性,非高齢者,未婚,なし,25,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.6,541.5,No
9150-KPBJQ,女性,非高齢者,未婚,なし,6,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,19.65,116.85,No
0052-DCKON,男性,非高齢者,既婚,なし,66,あり,複数回線,Fiber optic,あり,あり,あり,あり,あり,あり,1年更新,紙請求書,口座引き落とし,115.8,7942.15,No
3654-ARMGP,女性,非高齢者,未婚,なし,61,あり,複数回線,DSL,なし,あり,あり,あり,あり,あり,2年更新,紙請求書,クレジットカード,88.65,5321.25,No
9699-UBQFS,女性,高齢者,既婚,なし,43,あり,複数回線,Fiber optic,あり,あり,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,94.5,4156.8,No
9367-TCUYN,女性,非高齢者,未婚,なし,12,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,郵送小切手,20.1,223.6,No
1261-FWTTE,男性,高齢者,未婚,なし,23,なし,電話契約なし,DSL,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,口座引き落とし,34.65,768.45,No
3528-HFRIQ,男性,高齢者,既婚,なし,71,なし,電話契約なし,DSL,なし,あり,あり,なし,あり,あり,毎月更新,電子請求書,口座引き落とし,52.3,3765.05,No
0708-SJDIS,女性,非高齢者,未婚,なし,34,あり,複数回線,DSL,なし,なし,なし,あり,あり,なし,毎月更新,紙請求書,郵送小切手,65,2157.5,No
4140-WJAWW,女性,非高齢者,未婚,なし,5,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,紙請求書,クレジットカード,19.85,108.05,Yes
2073-QBVBI,女性,非高齢者,既婚,なし,41,なし,電話契約なし,DSL,なし,あり,なし,あり,なし,なし,1年更新,紙請求書,郵送小切手,35.45,1391.65,No
6928-ONTRW,女性,非高齢者,既婚,あり,72,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,クレジットカード,19.7,1379.8,No
3320-VEOYC,男性,高齢者,未婚,なし,14,あり,複数回線,Fiber optic,なし,なし,なし,なし,あり,あり,毎月更新,電子請求書,電子決済,95.6,1273.3,No
5231-FIQPA,女性,非高齢者,未婚,なし,41,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,電子請求書,郵送小切手,19.85,810.45,No
6617-WLBQC,女性,非高齢者,既婚,あり,23,あり,複数回線,Fiber optic,あり,なし,なし,なし,なし,なし,1年更新,紙請求書,クレジットカード,81.85,1810.85,No
2599-CIPQE,男性,非高齢者,既婚,あり,71,あり,1回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,紙請求書,クレジットカード,109.3,7782.85,No
6653-CBBOM,女性,非高齢者,未婚,なし,1,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,70.3,70.3,Yes
8774-GSBUN,男性,非高齢者,既婚,なし,72,あり,複数回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,2年更新,紙請求書,郵送小切手,25.4,1797.1,No
7326-RIGQZ,男性,非高齢者,既婚,あり,6,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,電子決済,69.8,377.85,No
1401-FTHFQ,男性,非高齢者,既婚,あり,23,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,クレジットカード,20,445.3,No
3247-ZVOUO,男性,高齢者,既婚,なし,10,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,紙請求書,電子決済,85.55,851.75,Yes
0254-FNMCI,女性,非高齢者,未婚,なし,72,あり,1回線,Fiber optic,あり,あり,あり,あり,あり,あり,2年更新,電子請求書,電子決済,109.9,7624.2,No
1848-LBZHY,女性,非高齢者,既婚,なし,7,あり,1回線,DSL,あり,なし,なし,なし,なし,なし,毎月更新,電子請求書,口座引き落とし,50.3,355.1,No
6101-IMRMM,男性,非高齢者,未婚,あり,6,あり,1回線,Fiber optic,なし,なし,あり,なし,あり,あり,毎月更新,紙請求書,郵送小切手,94.5,575.45,Yes
8118-TJAFG,男性,非高齢者,既婚,あり,9,あり,1回線,Fiber optic,なし,あり,なし,あり,あり,あり,毎月更新,電子請求書,電子決済,101.5,906.85,No
5429-LWCMV,女性,非高齢者,未婚,なし,12,あり,複数回線,Fiber optic,なし,あり,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,89.15,1057.55,No
7298-IZWLY,女性,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,郵送小切手,19.4,19.4,No
9758-MFWGD,女性,高齢者,既婚,あり,48,なし,電話契約なし,DSL,なし,あり,なし,なし,なし,なし,1年更新,紙請求書,口座引き落とし,29.9,1388.75,No
3955-JBZZM,男性,非高齢者,未婚,なし,20,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,紙請求書,電子決済,78.8,1641.3,No
1268-ASBGA,女性,高齢者,既婚,なし,16,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,クレジットカード,85.35,1375.15,Yes
8943-URTMR,女性,非高齢者,未婚,なし,2,あり,1回線,Fiber optic,なし,なし,なし,なし,あり,なし,毎月更新,電子請求書,郵送小切手,79.65,152.7,Yes
4815-TUMEQ,女性,非高齢者,未婚,なし,10,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,電子請求書,郵送小切手,19.3,185.2,No
4713-LZDRV,女性,高齢者,未婚,なし,2,あり,1回線,Fiber optic,なし,なし,なし,なし,なし,あり,毎月更新,電子請求書,電子決済,79.6,195.05,Yes
9909-IDLEK,男性,非高齢者,既婚,あり,20,あり,複数回線,Fiber optic,なし,あり,なし,あり,あり,なし,毎月更新,紙請求書,郵送小切手,96.8,1826.7,No
4092-OFQZS,男性,非高齢者,既婚,なし,20,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,20.65,417.5,No
1561-BWHIN,男性,非高齢者,既婚,あり,19,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,1年更新,紙請求書,郵送小切手,19.8,344.5,No
4325-NFSKC,男性,高齢者,未婚,なし,19,あり,複数回線,Fiber optic,あり,なし,なし,なし,あり,なし,毎月更新,電子請求書,電子決済,90.6,1660,Yes
9927-DSWDF,男性,非高齢者,既婚,なし,22,あり,1回線,Fiber optic,あり,あり,なし,あり,あり,あり,毎月更新,電子請求書,電子決済,104.6,2180.55,No
9500-LTVBP,女性,非高齢者,未婚,なし,35,あり,複数回線,Fiber optic,なし,なし,なし,あり,なし,なし,毎月更新,紙請求書,クレジットカード,80.05,2835.9,No
7252-NTGSS,女性,非高齢者,未婚,なし,1,あり,1回線,DSL,なし,なし,なし,なし,なし,なし,毎月更新,紙請求書,郵送小切手,45.15,45.15,No
8149-AIQCG,男性,非高齢者,未婚,なし,39,あり,複数回線,Fiber optic,なし,なし,なし,なし,なし,なし,毎月更新,電子請求書,クレジットカード,73.15,2730.85,No
1360-JYXKQ,女性,高齢者,既婚,なし,54,あり,1回線,Fiber optic,なし,なし,あり,あり,あり,あり,1年更新,電子請求書,電子決済,99.1,5437.1,No
2955-PSXOE,女性,非高齢者,未婚,なし,1,あり,1回線,なし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,インターネットなし,毎月更新,電子請求書,口座引き落とし,20.2,20.2,Yes
7762-URZQH,男性,非高齢者,既婚,なし,66,あり,複数回線,Fiber optic,あり,なし,あり,なし,あり,あり,2年更新,電子請求書,クレジットカード,106.05,6981.35,Yes
